"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Irrigation water requirement (10^9 m3/year)","Republic of Korea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,3.932,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Republic of Moldova",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0251,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Romania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.379,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Russian Federation",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,9.227,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Rwanda",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.0258,"L",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Saint Kitts and Nevis",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,5.0E-5,"L",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Saint Lucia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0076,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Saint Vincent and the Grenadines",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0025,"L",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Samoa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","San Marino",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Sao Tome and Principe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Saudi Arabia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,11.6,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Senegal",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.9494,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Serbia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,0.0212,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Seychelles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,2.0E-4,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Sierra Leone",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.011,"L",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Singapore",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Slovakia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0029,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Slovenia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,6.0E-4,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Solomon Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Somalia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,0.263,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","South Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,2.137,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","South Sudan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Spain",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2009,14.06,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Sri Lanka",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,3.819,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Sudan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Suriname",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,0.167,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Swaziland",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.313,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Sweden",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0413,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Switzerland",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,0.041,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Syrian Arab Republic",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,7.123,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Tajikistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2009,4.281,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Thailand",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,34.19,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","The former Yugoslav Republic of Macedonia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0784,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Timor-Leste",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.192,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Togo",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.0066,"L",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Tokelau",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Tonga",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Trinidad and Tobago",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.0091,"L",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Tunisia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,1.552,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Turkey",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2004,25.14,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Turkmenistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,13.56,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Tuvalu",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Uganda",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,0.0626,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Ukraine",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,0.8258,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","United Arab Emirates",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,1.815,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","United Kingdom",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0354,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","United Republic of Tanzania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.973,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","United States of America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,108.5,"L","[434]",,,"",
"Irrigation water requirement (10^9 m3/year)","Uruguay",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2009,1.077,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Uzbekistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,22.52,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Vanuatu",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Venezuela (Bolivarian Republic of)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,6.472,"L",,,,"",
"Irrigation water requirement (10^9 m3/year)","Viet Nam",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,29.24,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Yemen",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2004,1.773,"L",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Zambia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.306,"L",,,,"",,,,"",,,,"",
"Irrigation water requirement (10^9 m3/year)","Zimbabwe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1999,0.836,"L",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Afghanistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1998,17.24,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Albania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Algeria",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,4.8,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Andorra",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Angola",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Antigua and Barbuda",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.0037,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Argentina",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,26.36,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Armenia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,1.258,"",,2006,2.216,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Australia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Austria",,,"",,,,"",,,,"",,,,"",,1980,2.205,"",,1985,2.193,"",,1990,2.559,"",,1997,2.494,"",,1999,2.551,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Azerbaijan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,11.42,"",,2002,9.53,"",,2004,10.79,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bahrain",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,0.0,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bangladesh",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,7.39,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Barbados",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Belarus",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.755,"",,2005,0.694,"",,2010,0.694,"",,2013,0.663,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Belgium",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,6.073,"",,2007,5.567,"",,2009,5.39,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Belize",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Benin",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2001,0.089,"I",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bhutan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,0.3379,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bolivia (Plurinational State of)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bosnia and Herzegovina",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,0.1742,"E",,2012,0.1786,"E",,2013,0.1816,"E",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Botswana",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.064,"I",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Brazil",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Brunei Darussalam",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.0915,"I",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Bulgaria",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,5.929,"E",,2007,5.56,"E",,2012,5.149,"E",,2013,4.91,"E",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Burkina Faso",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Burundi",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Cabo Verde",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Cambodia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Cameroon",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Canada",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,44.06,"E",,1996,40.34,"E",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Central African Republic",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Chad",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Chile",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,32.59,"I",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","China",,,"",,,,"",,,,"",,,,"",,1980,381.7,"",,,,"",,,,"",,1993,438.4,"",,,,"",,2005,452.7,"I",,,,"",,2013,490.2,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Colombia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,10.69,"I",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Comoros",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Congo",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.022,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Cook Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Costa Rica",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,1.554,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Côte d'Ivoire",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Croatia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,0.1894,"E",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Cuba",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,4.314,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Cyprus",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.0257,"",,2007,0.0191,"",,,,"",,2013,0.0668,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Czechia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,1.906,"E",,2002,1.368,"E",,2007,1.589,"E",,2012,1.461,"E",,2013,1.279,"E",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Democratic People's Republic of Korea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Democratic Republic of the Congo",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Denmark",,,"",,,,"",,,,"",,1975,0.045,"E",,1980,0.045,"E",,,,"",,,,"",,1997,0.016,"E",,2002,0.0184,"E",,2007,0.0034,"E",,2012,0.008,"E",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Djibouti",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.001,"I",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Dominica",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2004,0.0166,"",,2010,0.02,"I",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Dominican Republic",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Ecuador",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Egypt",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","El Salvador",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,1.483,"I",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Equatorial Guinea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Eritrea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Estonia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2.221,"E",,,,"",,2002,1.177,"E",,2007,1.586,"E",,2012,1.357,"E",,2014,1.521,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Ethiopia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Faroe Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Fiji",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Finland",,,"",,,,"",,1970,3.185,"E",,1975,3.385,"E",,1980,3.51,"E",,1985,3.68,"E",,1990,2.087,"E",,1995,2.298,"E",,1999,2.043,"E",,2006,6.298,"E",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","France",,,"",,,,"",,,,"",,,,"",,1980,25.26,"E",,1985,28.71,"E",,1992,33.2,"E",,1997,24.23,"E",,2002,26.12,"",,2007,25.33,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Gabon",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Gambia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Georgia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,1.197,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Germany",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,39.18,"E",,,,"",,,,"",,2007,26.43,"",,2010,27.15,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Ghana",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Greece",,,"",,,,"",,1970,3.167,"E",,,,"",,1980,3.46,"",,,,"",,1992,5.024,"E",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Grenada",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,0.01,"",,,,"",,2014,0.0131,"I",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Guatemala",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Guinea",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.666,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Guinea-Bissau",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.144,"",,2000,0.144,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Guyana",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Haiti",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Holy See",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Honduras",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,1.443,"I",,,,"",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Hungary",,,"",,,,"",,1970,2.184,"E",,1975,3.15,"E",,1980,3.551,"E",,,,"",,1992,6.019,"E",,1996,5.134,"E",,,,"",,,,"",,2012,4.516,"E",,,,"",
"Fresh surface water withdrawal (primary and secondary) (10^9 m3/year)","Iceland",,,"",,,,"",,,,"",,,,"",,1980,0.005,"E",,1985,0.008,"E",,1992,0.007,"E",,,,"",,2002,0.005,"E",,2004,0.005,"E",,2012,0.04,"E",,2014,0.04,"E",
